Manufacturer,Type,Serial Number,Description,Measured Quantity,Nominal sensitivity,Actual sensitivity,Sensitivity unit,Offset,Electrical Unit,Polarity,Due for Calibration,Calibration valid for
ENDEVCO,Accelerometer,BC24,2220,Acceleration,3,2.677044372,pC/g,0,pC,+,16/07/2016,12
ENDEVCO,Accelerometer,BC43,2220,Acceleration,3,2.650808888,pC/g,0,pC,+,16/07/2016,12
ENDEVCO,Accelerometer,BC56,2220,Acceleration,3,2.43,pC/g,0,pC,+,02/06/1977,12
ENDEVCO,Accelerometer,BC59,2220,Acceleration,3,2.590674322,pC/g,0,pC,+,16/07/2016,12
ENDEVCO,Accelerometer,BE02,2220,Acceleration,3,3.148808229,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE06,2220,Acceleration,3,2.910951877,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE48,2220,Acceleration,3,3.109514446,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE49,2220,Acceleration,3,3.068362226,pC/g,0,pC,+,17/02/2015,12
ENDEVCO,Accelerometer,BE50,2220,Acceleration,3,3.064836133,pC/g,0,pC,+,17/02/2015,12
ENDEVCO,Accelerometer,BE52,2220,Acceleration,3,2.987616131,pC/g,0,pC,+,17/02/2015,12
ENDEVCO,Accelerometer,BE53,2220,Acceleration,3,2.952495838,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE54,2220,Acceleration,3,2.982870606,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE55,2220,Acceleration,3,2.926034089,pC/g,0,pC,+,10/05/2014,12
ENDEVCO,Accelerometer,BE56,2220,Acceleration,3,3.040636611,pC/g,0,pC,+,10/05/2014,12
ENDEVCO,Accelerometer,BE57,2220,Acceleration,3,3.100597544,pC/g,0,pC,+,10/05/2014,12
ENDEVCO,Accelerometer,BE58,2220,Acceleration,3,3.031609744,pC/g,0,pC,+,26/11/2014,12
ENDEVCO,Accelerometer,BE59,2220,Acceleration,3,3.043684577,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE60,2220,Acceleration,3,2.708252639,pC/g,0,pC,+,19/05/2016,12
ENDEVCO,Accelerometer,BE61,2220,Acceleration,3,2.987638498,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BE62,2220,Acceleration,3,3.125680502,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BE75,2220,Acceleration,3,3.055188723,pC/g,0,pC,+,26/11/2014,12
ENDEVCO,Accelerometer,BE76,2220,Acceleration,3,2.986284196,pC/g,0,pC,+,29/08/2014,12
ENDEVCO,Accelerometer,BE77,2220,Acceleration,3,3.048942349,pC/g,0,pC,+,23/11/2013,12
ENDEVCO,Accelerometer,BE78,2220,Acceleration,3,2.962673543,pC/g,0,pC,+,23/11/2013,12
ENDEVCO,Accelerometer,BE79,2220,Acceleration,3,3.079516039,pC/g,0,pC,+,26/11/2014,12
ENDEVCO,Accelerometer,BE80,2220,Acceleration,3,2.819795955,pC/g,0,pC,+,31/08/2012,12
ENDEVCO,Accelerometer,BE91,2220,Acceleration,3,3.095409651,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BE92,2220,Acceleration,3,3.012310588,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BE95,2220,Acceleration,3,3.164033227,pC/g,0,pC,+,22/08/2014,12
ENDEVCO,Accelerometer,BE96,2220,Acceleration,3,3.089987767,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BE97,2220,Acceleration,3,3.066204136,pC/g,0,pC,+,27/11/2014,12
ENDEVCO,Accelerometer,BJ51,2220,Acceleration,3,2.939630765,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BJ53,2220,Acceleration,3,2.95866175,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BJ73,2220,Acceleration,3,3.027770744,pC/g,0,pC,+,08/04/2015,12
ENDEVCO,Accelerometer,BJ77,2220,Acceleration,3,3.053545901,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BJ78,2220,Acceleration,3,3.071005129,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BJ79,2220,Acceleration,3,2.98877695,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BJ80,2220,Acceleration,3,2.996132974,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BL03,2220,Acceleration,3,2.918682671,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BL05,2220,Acceleration,3,2.959094897,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BL08,2220,Acceleration,3,2.727698155,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BL09,2220,Acceleration,3,2.882868511,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BL50,2220,Acceleration,3,2.996767751,pC/g,0,pC,+,08/04/2015,12
ENDEVCO,Accelerometer,BL51,2220,Acceleration,3,2.842555733,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BL52,2220,Acceleration,3,2.910725256,pC/g,0,pC,+,08/04/2015,12
ENDEVCO,Accelerometer,BL54,2220,Acceleration,3,3.076027591,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BL55,2220,Acceleration,3,2.94011699,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BL56,2220,Acceleration,3,3.028582881,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BL57,2220,Acceleration,3,2.806061047,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BL60,2220,Acceleration,3,2.903477065,pC/g,0,pC,+,23/07/2014,12
ENDEVCO,Accelerometer,BL62,2220,Acceleration,3,2.974518816,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM04,2220,Acceleration,3,3.160859813,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM05,2220,Acceleration,3,2.955399119,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM08,2220,Acceleration,3,2.975552258,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM09,2220,Acceleration,3,2.922382466,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM10,2220,Acceleration,3,2.903961622,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM11,2220,Acceleration,3,2.988990439,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM13,2220,Acceleration,3,2.869733886,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM14,2220,Acceleration,3,3.034208919,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM16,2220,Acceleration,3,2.976775151,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM17,2220,Acceleration,3,2.943666557,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM18,2220,Acceleration,3,2.870237249,pC/g,0,pC,+,24/07/2014,12
ENDEVCO,Accelerometer,BM20,2220,Acceleration,3,3.155855052,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM21,2220,Acceleration,3,2.933236701,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BM22,2220,Acceleration,3,2.922364157,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM23,2220,Acceleration,3,3.040959217,pC/g,0,pC,+,20/05/2016,12
ENDEVCO,Accelerometer,BM24,2220,Acceleration,3,2.961647715,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BM25,2220,Acceleration,3,2.951337461,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BM26,2220,Acceleration,3,3.002634998,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM29,2220,Acceleration,3,2.804827807,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM30,2220,Acceleration,3,2.940326402,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM31,2220,Acceleration,3,2.89908882,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM32,2220,Acceleration,3,2.965675303,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BM33,2220,Acceleration,3,3.147995482,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM34,2220,Acceleration,3,2.819151451,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM35,2220,Acceleration,3,2.83829248,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM36,2220,Acceleration,3,2.865946997,pC/g,0,pC,+,12/05/2016,12
ENDEVCO,Accelerometer,BM37,2220,Acceleration,3,2.921068439,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM39,2220,Acceleration,3,2.859764746,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM40,2220,Acceleration,3,2.886620738,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BM41,2220,Acceleration,3,3.016155297,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BM43,2220,Acceleration,3,3.198277412,pC/g,0,pC,+,25/07/2014,12
ENDEVCO,Accelerometer,BM44,2220,Acceleration,3,2.828518416,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM45,2220,Acceleration,3,3.093989497,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM46,2220,Acceleration,3,2.922456927,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM47,2220,Acceleration,3,2.962653981,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM74,2220,Acceleration,3,3.078624812,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM75,2220,Acceleration,3,3.043056263,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM76,2220,Acceleration,3,3.000722086,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM77,2220,Acceleration,3,2.9955377,pC/g,0,pC,+,19/03/2016,12
ENDEVCO,Accelerometer,BM78,2220,Acceleration,3,3.088007867,pC/g,0,pC,+,20/03/2016,12
ENDEVCO,Accelerometer,BM80,2220,Acceleration,3,2.97982648,pC/g,0,pC,+,20/03/2016,12
ENDEVCO,Accelerometer,BM81,2220,Acceleration,3,2.94075169,pC/g,0,pC,+,17/02/2015,12
ENDEVCO,Accelerometer,BM82,2220,Acceleration,3,2.897052051,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BM83,2220,Acceleration,3,2.983114506,pC/g,0,pC,+,20/03/2016,12
ENDEVCO,Accelerometer,BM84,2220,Acceleration,3,3.06572764,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM85,2220,Acceleration,3,3.060095754,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM86,2220,Acceleration,3,3.06652721,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM88,2220,Acceleration,3,2.689670099,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM90,2220,Acceleration,3,2.918497892,pC/g,0,pC,+,23/07/2014,12
ENDEVCO,Accelerometer,BM91,2220,Acceleration,3,3.008863894,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM92,2220,Acceleration,3,2.934197064,pC/g,0,pC,+,11/05/2016,12
ENDEVCO,Accelerometer,BM93,2220,Acceleration,3,2.880215038,pC/g,0,pC,+,18/02/2015,12
ENDEVCO,Accelerometer,BM94,2220,Acceleration,3,2.888222584,pC/g,0,pC,+,12/05/2016,12
ENDEVCO,Accelerometer,BM95,2220,Acceleration,3,2.767614587,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BM96,2220,Acceleration,3,2.780084999,pC/g,0,pC,+,12/05/2016,12
ENDEVCO,Accelerometer,BM97,2220,Acceleration,3,2.999711634,pC/g,0,pC,+,18/02/2015,12
ENDEVCO,Accelerometer,BM98,2220,Acceleration,3,2.964928752,pC/g,0,pC,+,12/05/2016,12
ENDEVCO,Accelerometer,BM99,2220,Acceleration,3,3.021115681,pC/g,0,pC,+,07/04/2015,12
ENDEVCO,Accelerometer,BN01,2220,Acceleration,3,2.988928646,pC/g,0,pC,+,12/05/2016,12
ENDEVCO,Accelerometer,CE15,2220,Acceleration,3,2.779365059,pC/g,0,pC,+,16/07/2016,12
ENDEVCO,Accelerometer,CE38,2220,Acceleration,3,2.687079438,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CE45,2220,Acceleration,3,2.681195059,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CE72,2220,Acceleration,3,2.704398817,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CE80,2220,Acceleration,3,2.814505468,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CE97,2220,Acceleration,3,2.64,pC/g,0,pC,+,02/06/1977,12
ENDEVCO,Accelerometer,CF07,2220,Acceleration,3,2.753427337,pC/g,0,pC,+,28/03/2007,12
ENDEVCO,Accelerometer,CG17,2220,Acceleration,3,2.654126994,pC/g,0,pC,+,31/10/2014,12
ENDEVCO,Accelerometer,CG18,2220,Acceleration,3,3.004018505,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CG21,2220,Acceleration,3,3.030877326,pC/g,0,pC,+,31/10/2014,12
ENDEVCO,Accelerometer,CG33,2220,Acceleration,3,2.385887245,pC/g,0,pC,+,24/11/2006,12
ENDEVCO,Accelerometer,CG47,2220,Acceleration,3,2.707037611,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CG48,2220,Acceleration,3,2.685591158,pC/g,0,pC,+,31/10/2014,12
ENDEVCO,Accelerometer,CG59,2220,Acceleration,3,2.505661515,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CG60,2220,Acceleration,3,2.729398076,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CH81,2220,Acceleration,3,2.554304274,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CH82,2220,Acceleration,3,2.635459715,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CI57,2220,Acceleration,3,2.932760823,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CI58,2220,Acceleration,3,2.519186092,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CI61,2220,Acceleration,3,3,pC/g,0,pC,+,10/06/2001,12
ENDEVCO,Accelerometer,CI81,2220,Acceleration,3,2.673134077,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CI96,2220,Acceleration,3,2.536442444,pC/g,0,pC,+,04/09/2007,12
ENDEVCO,Accelerometer,CJ02,2220,Acceleration,3,2.738296506,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CJ68,2220,Acceleration,3,2.890263462,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CJ69,2220,Acceleration,3,3.000851364,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CK06,2220,Acceleration,3,3.157516326,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CL09,2220,Acceleration,3,2.543333197,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CL34,2220,Acceleration,3,2.897039138,pC/g,0,pC,+,01/11/2014,12
ENDEVCO,Accelerometer,CL52,2220,Acceleration,3,3.105921507,pC/g,0,pC,+,01/11/2014,12
ENDEVCO,Accelerometer,CM19,2220,Acceleration,3,2.899894748,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CM36,2220,Acceleration,3,2.836613654,pC/g,0,pC,+,15/12/2012,12
ENDEVCO,Accelerometer,CM44,2220,Acceleration,3,3.001659805,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CM57,2220,Acceleration,3,3.01211457,pC/g,0,pC,+,17/07/2016,12
ENDEVCO,Accelerometer,CM61,2220,Acceleration,3,3.043933296,pC/g,0,pC,+,19/11/2015,12
ENDEVCO,Accelerometer,CM69,2220,Acceleration,3,2.965876266,pC/g,0,pC,+,04/11/2014,12
ENDEVCO,Accelerometer,CM86,2220,Acceleration,3,2.985910035,pC/g,0,pC,+,04/11/2014,12
ENDEVCO,Accelerometer,CN11,2220,Acceleration,3,3.024054632,pC/g,0,pC,+,04/11/2014,12
ENDEVCO,Accelerometer,CN17,2220,Acceleration,3,2.984591201,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CN28,2220,Acceleration,3,3.030422292,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CN46,2220,Acceleration,3,2.973049385,pC/g,0,pC,+,22/03/2008,12
ENDEVCO,Accelerometer,CN52,2220,Acceleration,3,3.027374594,pC/g,0,pC,+,11/06/2016,12
ENDEVCO,Accelerometer,CN53,2220,Acceleration,3,2.865190368,pC/g,0,pC,+,11/06/2016,12
ENDEVCO,Accelerometer,CN67,2220,Acceleration,3,3.026336399,pC/g,0,pC,+,11/06/2016,12
ENDEVCO,Accelerometer,CN84,2220,Acceleration,3,2.712206061,pC/g,0,pC,+,11/06/2016,12
ENDEVCO,Accelerometer,CN85,2220,Acceleration,3,2.706571963,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CN90,2220,Acceleration,3,2.908349106,pC/g,0,pC,+,22/03/2008,12
ENDEVCO,Accelerometer,CN93,2220,Acceleration,3,2.648012513,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CP01,2220,Acceleration,3,2.625410382,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CP12,2220,Acceleration,3,3.011159868,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CP23,2220,Acceleration,3,2.793385374,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CP25,2220,Acceleration,3,1.048221395,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CP83,2220,Acceleration,3,3.063091484,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CQ29,2220,Acceleration,3,2.85403997,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CQ44,2220,Acceleration,3,2.711450517,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CQ48,2220,Acceleration,3,3.056943145,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CQ62,2220,Acceleration,3,2.668422239,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CQ67,2220,Acceleration,3,2.981467025,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CQ68,2220,Acceleration,3,2.679081122,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CQ79,2220,Acceleration,3,3.031200334,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR12,2220,Acceleration,3,2.946257941,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR24,2220,Acceleration,3,2.980514615,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR43,2220,Acceleration,3,3.123875458,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR49,2220,Acceleration,3,2.821851942,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR53,2220,Acceleration,3,2.597804897,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR65,2220,Acceleration,3,2.446281394,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR70,2220,Acceleration,3,2.510146705,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR74,2220,Acceleration,3,2.946095026,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR75,2220,Acceleration,3,2.96856616,pC/g,0,pC,+,05/11/2014,12
ENDEVCO,Accelerometer,CR87,2220,Acceleration,3,2.3819251,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CR90,2220,Acceleration,3,2.886604253,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CR99,2220,Acceleration,3,2.79824626,pC/g,0,pC,+,28/03/2007,12
ENDEVCO,Accelerometer,CS01,2220,Acceleration,3,2.727893542,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CS29,2220,Acceleration,3,2.652647539,pC/g,0,pC,+,28/03/2007,12
ENDEVCO,Accelerometer,CS39,2220,Acceleration,3,2.63183083,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CS45,2220,Acceleration,3,2.542506899,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CS50,2220,Acceleration,3,3.035462978,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CS55,2220,Acceleration,3,3.026342254,pC/g,0,pC,+,11/11/2014,12
ENDEVCO,Accelerometer,CS57,2220,Acceleration,3,2.631408934,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CS59,2220,Acceleration,3,2.814359132,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT03,2220,Acceleration,3,3.014526268,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT04,2220,Acceleration,3,2.980230875,pC/g,0,pC,+,22/09/2006,12
ENDEVCO,Accelerometer,CT09,2220,Acceleration,3,2.967634106,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT20,2220,Acceleration,3,2.725076057,pC/g,0,pC,+,11/11/2014,12
ENDEVCO,Accelerometer,CT24,2220,Acceleration,3,3.157033217,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT26,2220,Acceleration,3,2.550383475,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT46,2220,Acceleration,3,2.722849217,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT77,2220,Acceleration,3,2.739582856,pC/g,0,pC,+,06/11/2014,12
ENDEVCO,Accelerometer,CT79,2220,Acceleration,3,2.74,pC/g,0,pC,+,02/06/1977,12
ENDEVCO,Accelerometer,CT81,2220,Acceleration,3,3.044855467,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CT83,2220,Acceleration,3,2.821550146,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CU02,2220,Acceleration,3,2.714690876,pC/g,0,pC,+,15/06/2016,12
ENDEVCO,Accelerometer,CU15,2220,Acceleration,3,2.610207868,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU43,2220,Acceleration,3,2.688646632,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU44,2220,Acceleration,3,3.07596927,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU48,2220,Acceleration,3,2.465063283,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU51,2220,Acceleration,3,2.536336678,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU64,2220,Acceleration,3,3.136100035,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU73,2220,Acceleration,3,2.659867496,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU75,2220,Acceleration,3,2.658952248,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CU82,2220,Acceleration,3,3.143192697,pC/g,0,pC,+,11/11/2014,12
ENDEVCO,Accelerometer,CU84,2220,Acceleration,3,2.755307933,pC/g,0,pC,+,11/11/2014,12
ENDEVCO,Accelerometer,CU95,2220,Acceleration,3,3.150811335,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV07,2220,Acceleration,3,2.907961843,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CV19,2220,Acceleration,3,2.613655966,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV20,2220,Acceleration,3,2.664820458,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV27,2220,Acceleration,3,3.12940792,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV50,2220,Acceleration,3,2.911736035,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV52,2220,Acceleration,3,2.871586048,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV54,2220,Acceleration,3,3.063213228,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV58,2220,Acceleration,3,2.970226899,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV73,2220,Acceleration,3,2.65628366,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV75,2220,Acceleration,3,2.654453876,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV76,2220,Acceleration,3,2.743424928,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV77,2220,Acceleration,3,3.038295187,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV83,2220,Acceleration,3,2.908058535,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV85,2220,Acceleration,3,2.595896622,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV89,2220,Acceleration,3,0.409497173,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV92,2220,Acceleration,3,2.973135016,pC/g,0,pC,+,07/11/2014,12
ENDEVCO,Accelerometer,CV93,2220,Acceleration,3,3.015729954,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CV96,2220,Acceleration,3,2.956690061,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CV97,2220,Acceleration,3,2.695784715,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CV98,2220,Acceleration,3,3.138816707,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CV99,2220,Acceleration,3,2.731032742,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW10,2220,Acceleration,3,2.552879601,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW24,2220,Acceleration,3,2.646595495,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW28,2220,Acceleration,3,2.601566277,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW69,2220,Acceleration,3,2.895438482,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW98,2220,Acceleration,3,2.737875626,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CW99,2220,Acceleration,3,2.877677248,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CX26,2220,Acceleration,3,2.806702741,pC/g,0,pC,+,06/02/2008,12
ENDEVCO,Accelerometer,CX45,2220,Acceleration,3,3.26405081,pC/g,0,pC,+,08/11/2014,12
ENDEVCO,Accelerometer,CX55,2220,Acceleration,3,3.164510041,pC/g,0,pC,+,28/07/2005,12
ENDEVCO,Accelerometer,CX69,2220,Acceleration,3,3.258591236,pC/g,0,pC,+,08/11/2014,12
